date,start time,peak time,end time,Location,flare type,class,AR_Number,MWC,Z value,P value,C value,MC,Area,DSN,year
7/16/1999,838,849,859,N44W,C,C7.6,8635,B,B,X,O,BXO,60,118,1999
7/22/1999,1436,1437,1441,N20E,C,C1.1,8636,BG,F,H,C,FHC,0,144,1999
7/23/1999,459,505,520,N21E,C,C9.3,8636,BG,F,K,C,FKC,80,148,1999
7/24/1999,500,503,506,N21W,C,C3.1,8636,BG,F,K,C,FKC,20,173,1999
7/27/1999,1258,1405,1420,N23W,M,M3.0,8636,BG,F,K,C,FKC,50,176,1999
7/29/1999,1007,1011,1014,S16W,C,C2.5,8649,B,D,A,I,DAI,10,246,1999
8/2/1999,1609,1616,1621,N22E,C,C1.6,8456,B,B,X,O,BXO,30,53,1999
8/9/1999,1208,1217,1227,N12E,M,M1.4,8690,B,D,A,O,DAO,80,113,1999
8/10/1999,1007,1021,1036,N13E,C,C1.7,8720,B,D,S,O,DSO,90,163,1999
8/13/1999,600,605,610,S15W,B,B9.1,8662,BG,F,A,I,FAI,30,102,1999
8/14/1999,732,740,745,S16W,C,C2.0,8662,BG,F,S,I,FSI,10,87,1999
8/15/1999,117,123,128,S15W,C,C4.6,8662,B,F,S,O,FSO,40,74,1999
8/21/1999,1100,1106,1111,S26E,C,C5.2,8674,B,E,A,O,EAO,40,88,1999
8/22/1999,1409,1412,1414,S28E,C,C5.3,8674,B,F,A,I,FAI,70,103,1999
8/24/1999,606,623,643,S27E,C,C5.3,8674,B,F,A,O,FAO,50,131,1999
8/25/1999,2119,2143,2155,S20E,C,C3.3,8673,B,F,K,O,FKO,80,196,1999
9/6/1999,1334,1352,1404,N30W,C,C1.8,8574,B,E,K,O,EKO,40,241,1999
9/7/1999,18,27,32,S29W,C,C1.5,8615,B,C,S,O,CSO,80,176,1999
9/9/1999,1613,1637,1708,N13E,C,C3.3,8690,B,D,A,I,DAI,50,109,1999
9/16/1999,127,134,139,N22W,C,C1.9,8699,B,E,S,O,ESO,40,165,1999
9/16/1999,1300,1304,1308,S26W,B,B9.9,8692,B,E,S,O,ESO,40,165,1999
9/16/1999,323,331,335,N13E,C,C7.7,8700,BG,E,A,O,EAO,80,165,1999
10/1/1999,241,259,308,S28E,C,C1.0,8431,B,D,A,O,DAO,50,64,1999
10/7/1999,1509,1512,1517,S13E,B,B8.4,8627,B,E,S,O,ESO,20,171,1999
10/8/1999,951,959,1007,S15E,C,C1.4,8662,BG,F,A,I,FAI,20,82,1999
10/19/1999,1359,1407,1415,S15E,C,C2.7,8737,B,C,A,O,CAO,30,158,1999
10/20/1999,925,929,937,S14E,C,C2.2,8739,B,C,A,O,CAO,50,163,1999
10/21/1999,1001,1011,1015,S13E,C,C2.1,8739,B,D,A,O,DAO,40,140,1999
10/27/1999,426,430,432,N08E,C,C5.3,8742,B,E,K,I,EKI,30,202,1999
10/28/1999,451,457,507,S11W,C,C1.7,8739,BG,E,A,I,EAI,90,195,1999
10/29/1999,1225,1231,1236,N11E,C,C2.5,8747,B,D,A,O,DAO,90,198,1999
10/29/1999,1101,1114,1120,S11W,C,C2.5,8739,B,F,A,O,FAO,90,198,1999
10/31/1999,1716,1718,1720,N11E,C,C3.4,8747,B,D,A,O,DAO,40,187,1999
11/11/1999,429,432,440,N09E,C,C3.0,8759,BG,F,K,C,FKC,30,290,1999
11/14/1999,435,440,445,N10W,C,C3.6,8759,BG,F,A,I,FAI,40,206,1999
11/15/1999,825,841,855,S13E,M,M2.9,8765,BG,E,K,C,EKC,30,216,1999
11/17/1999,947,957,1002,N17E,M,M7.4,8766,BG,E,K,I,EKI,80,235,1999
11/18/1999,142,149,154,S17E,M,M1.4,8771,B,E,A,O,EAO,80,225,1999
11/19/1999,1558,1601,1604,S16E,C,C1.9,8771,B,F,A,O,FAO,50,232,1999
11/27/1999,201,206,212,S14W,C,C7.2,8771,BG,E,K,I,EKI,60,175,1999
11/27/1999,2237,2240,2242,S12W,C,C2.1,8773,B,E,S,O,ESO,50,175,1999
11/29/1999,434,438,442,S14W,C,C6.0,8778,BG,E,A,I,EAI,50,110,1999
11/29/1999,1628,1634,1638,S14W,C,C6.6,8771,B,D,A,O,DAO,40,110,1999
12/2/1999,2237,2241,2246,N19E,C,C2.3,8462,B,C,A,O,CAO,20,170,1999
12/6/1999,1319,1336,1344,S13E,M,M1.0,8583,B,C,S,O,CSO,50,230,1999
12/6/1999,103,106,110,N20W,C,C1.0,8569,BG,F,A,C,FAC,20,230,1999
12/7/1999,333,337,341,N17E,C,C1.5,8628,B,D,A,O,DAO,80,199,1999
12/14/1999,1657,1659,1702,S14E,C,C1.1,8798,B,D,A,O,DAO,80,143,1999
12/15/1999,1412,1417,1419,S15E,C,C2.5,8798,B,D,A,I,DAI,50,127,1999
12/16/1999,309,314,318,S15E,C,C2.5,8798,B,D,K,C,DKC,0,130,1999
12/20/1999,903,908,917,N10E,C,C2.8,8807,B,C,A,O,CAO,30,141,1999
12/20/1999,140,144,147,N18E,C,C4.6,8806,BG,F,H,I,FHI,30,141,1999
12/21/1999,236,255,300,N10E,C,C.,8807,B,D,S,O,DSO,40,128,1999
12/22/1999,112,119,123,N10E,C,C2.7,8807,B,D,A,O,DAO,30,130,1999
12/24/1999,526,533,536,N20W,C,C3.1,8806,BG,F,K,C,FKC,10,134,1999
12/28/1999,39,48,52,N20W,M,M4.5,8806,BG,F,H,I,FHI,0,85,1999
12/29/1999,131,139,145,N20W,B,B9.8,8806,BG,E,H,I,EHI,80,103,1999
1/4/2000,733,744,753,N10W,C,C8.1,8924,BG,D,K,O,DKO,40,285,2000
1/13/2000,1510,1513,1521,S13E,C,C3.5,8824,BG,F,A,I,FAI,40,226,2000
2/4/2000,1906,1917,1924,S18W,C,C5.2,8925,B,D,A,O,DAO,50,294,2000
2/4/2000,1658,1747,1831,S15E,C,C6.1,8936,BG,E,K,I,EKI,40,294,2000
2/10/2000,248,257,313,S09E,C,C4.1,9176,B,F,H,O,FHO,60,218,2000
2/13/2000,2052,2055,2058,S15W,B,B7.6,8871,B,C,S,O,CSO,30,158,2000
2/18/2000,921,927,938,S16W,C,C1.1,8867,B,C,A,O,CAO,90,153,2000
2/27/2000,649,653,657,N18E,C,C2.5,8889,B,E,S,O,ESO,70,220,2000
3/3/2000,208,214,222,S15W,M,M3.8,8882,BG,E,K,C,EKC,0,179,2000
3/6/2000,145,149,152,N20E,C,C7.0,9026,B,E,K,O,EKO,40,113,2000
3/7/2000,41,47,52,N26W,B,B8.6,9063,B,B,X,O,BXO,20,178,2000
3/7/2000,1704,1720,1727,S13W,B,B9.8,9061,A,H,S,X,HSX,50,178,2000
3/11/2000,1322,1326,1330,S28W,C,C1.2,9210,B,C,S,O,CSO,10,209,2000
3/18/2000,2313,2333,2353,N11W,M,M2.6,8910,BG,D,A,I,DAI,50,159,2000
3/19/2000,901,917,922,N11W,C,C2.7,8910,BG,E,K,I,EKI,80,198,2000
3/22/2000,1047,1107,1115,S16W,C,C9.3,8913,B,E,A,I,EAI,20,245,2000
3/23/2000,1132,1214,1230,N15W,M,M2.0,8910,BG,E,K,C,EKC,60,286,2000
3/25/2000,936,942,947,S09W,C,C8.0,8926,B,D,A,I,DAI,80,291,2000
3/27/2000,107,115,124,S10W,C,C9.6,8926,B,C,S,O,CSO,40,244,2000
3/30/2000,54,58,102,S17E,C,C8.4,8936,B,D,S,O,DSO,20,233,2000
3/31/2000,622,652,723,S15E,M,M1.2,8936,B,E,A,I,EAI,60,258,2000
3/31/2000,750,755,758,N22E,M,M1.0,8939,B,C,R,O,CRO,40,258,2000
4/3/2000,1618,1652,1759,S11E,C,C1.6,8899,B,D,S,O,DSO,50,178,2000
4/5/2000,1912,1919,1929,S20E,C,C1.2,8982,B,D,S,O,DSO,30,97,2000
4/7/2000,1,34,54,S16W,C,C2.0,9062,B,C,K,O,CKO,40,164,2000
4/7/2000,822,826,828,S20E,C,C1.3,9068,B,D,A,O,DAO,60,164,2000
4/9/2000,1134,1138,1140,N13W,C,C1.6,9149,B,E,A,O,EAO,50,191,2000
4/12/2000,22,26,29,N20W,B,B6.9,9242,B,D,S,O,DSO,0,99,2000
4/16/2000,1627,1631,1633,S17W,C,C1.4,8959,B,E,A,O,EAO,70,150,2000
4/16/2000,6,15,21,S21E,C,C6.3,8955,BG,E,A,O,EAO,70,150,2000
4/20/2000,2045,2103,2114,S13E,C,C1.3,8966,A,H,S,X,HSX,60,185,2000
4/20/2000,1024,1033,1043,N11E,C,C8.6,8969,A,H,R,X,HRX,30,185,2000
4/22/2000,1554,1559,1605,N16E,C,C2.0,8971,B,E,K,O,EKO,70,221,2000
4/23/2000,558,624,633,N22E,C,C2.1,8967,B,E,A,O,EAO,30,259,2000
4/25/2000,331,335,340,S15E,C,C1.3,8970,BG,E,K,C,EKC,50,230,2000
4/26/2000,1523,1529,1533,S15W,C,C1.6,8965,B,D,A,O,DAO,60,208,2000
4/29/2000,1123,1206,1234,S11W,C,C3.0,8976,B,D,A,O,DAO,50,153,2000
4/30/2000,31,34,36,S12W,C,C1.5,8970,BG,D,K,I,DKI,30,153,2000
4/30/2000,753,808,831,S11W,C,C7.7,8976,BG,E,S,I,ESI,50,153,2000
5/6/2000,521,525,527,N24E,C,C1.6,9033,A,H,A,X,HAX,90,143,2000
5/8/2000,301,306,312,S25W,B,B8.5,9113,B,B,X,O,BXO,10,199,2000
5/8/2000,134,140,149,S19E,C,C1.4,9110,B,D,S,O,DSO,60,199,2000
5/9/2000,2,8,12,S19E,C,C6.3,9154,B,E,A,I,EAI,90,162,2000
5/10/2000,600,613,638,N14W,C,C2.1,9172,A,H,S,X,HSX,50,183,2000
5/15/2000,329,333,340,S23W,C,C3.9,8993,B,E,K,O,EKO,80,280,2000
5/20/2000,1657,1705,1715,N18E,C,C4.2,9002,BG,F,K,I,FKI,0,246,2000
5/20/2000,2149,2156,2201,N19W,C,C2.5,8999,B,B,X,O,BXO,10,246,2000
5/20/2000,2223,2234,2240,N21E,C,C2.6,9010,B,C,S,O,CSO,50,246,2000
5/20/2000,41,48,56,S12W,C,C5.0,8998,BG,E,K,C,EKC,60,246,2000
5/22/2000,811,827,844,S21W,C,C2.3,8996,BG,E,K,C,EKC,80,195,2000
6/6/2000,806,816,834,N21E,C,C2.8,9026,BG,F,K,C,FKC,20,149,2000
6/7/2000,1223,1236,1249,N18E,C,C4.3,9070,B,D,A,O,DAO,70,221,2000
6/9/2000,21,25,28,N12W,C,C1.5,9149,B,E,A,I,EAI,10,162,2000
6/15/2000,519,529,537,N18E,C,C7.4,9040,B,D,A,O,DAO,0,238,2000
6/22/2000,16,23,29,N22W,C,C5.4,9042,BG,F,A,O,FAO,20,191,2000
6/27/2000,1240,1255,1321,S17E,C,C9.3,9062,B,E,K,O,EKO,0,208,2000
6/29/2000,745,751,756,S21W,C,C6.2,9064,B,C,R,O,CRO,30,164,2000
7/5/2000,1,5,9,N26E,B,B3.5,8983,B,C,S,O,CSO,30,71,2000
7/11/2000,7,11,15,S28W,C,C1.5,9210,B,C,S,O,CSO,70,181,2000
7/15/2000,118,123,130,N14E,C,C5.0,9085,BG,D,A,O,DAO,80,213,2000
7/17/2000,424,430,435,N18W,C,C6.2,9077,BG,E,K,I,EKI,10,322,2000
7/19/2000,1834,1846,1850,N07E,C,C5.8,9097,B,D,A,O,DAO,10,353,2000
7/20/2000,1454,1457,1504,N11E,C,C5.1,9090,B,F,A,O,FAO,0,346,2000
7/20/2000,313,316,319,N05E,C,C5.5,9097,B,D,A,O,DAO,50,346,2000
7/22/2000,901,907,913,N06E,C,C6.0,9097,BG,E,K,C,EKC,20,310,2000
7/22/2000,1117,1134,1202,N14W,M,M3.7,9085,BG,E,A,O,EAO,80,310,2000
7/23/2000,2309,2315,2331,N14W,C,C1.9,9085,B,D,A,O,DAO,90,286,2000
7/24/2000,147,151,202,N06E,C,C3.6,9097,BG,E,K,C,EKC,50,246,2000
7/24/2000,1555,1600,1621,S31E,C,C2.8,9100,B,C,S,O,CSO,40,246,2000
7/26/2000,1750,1759,1815,N08W,C,C5.4,9097,BG,D,K,C,DKC,60,191,2000
7/29/2000,709,715,718,S29W,C,C2.3,9100,B,C,S,O,CSO,90,162,2000
7/30/2000,1304,1318,1333,N15E,C,C4.2,9105,A,H,S,X,HSX,60,161,2000
8/5/2000,654,659,704,N14E,C,C1.2,8990,B,D,R,O,DRO,40,87,2000
8/6/2000,1806,1811,1817,N22E,C,C1.3,9033,B,E,K,I,EKI,40,181,2000
8/6/2000,405,436,446,N21W,C,C2.0,9026,BG,F,K,C,FKC,0,181,2000
8/7/2000,126,129,132,N18E,C,C1.4,9070,BG,E,A,C,EAC,20,254,2000
8/11/2000,2140,2204,2211,N05W,C,C6.2,9213,B,C,A,O,CAO,80,188,2000
8/14/2000,456,508,529,N06W,C,C8.1,9126,B,C,A,O,CAO,80,282,2000
8/22/2000,558,602,608,S06W,C,C1.3,9129,A,H,A,X,HAX,20,93,2000
8/23/2000,1642,1657,1709,S09W,B,B7.9,9139,B,D,S,O,DSO,50,93,2000
8/26/2000,1412,1415,1419,N25E,B,B8.6,9144,B,D,A,C,DAC,0,109,2000
8/27/2000,1059,1102,1104,S18E,C,C1.1,9143,B,E,A,O,EAO,0,156,2000
8/31/2000,650,656,700,S18W,C,C1.6,9143,B,E,A,I,EAI,0,217,2000
9/1/2000,815,827,851,N10W,C,C3.2,8819,B,C,A,O,CAO,40,112,2000
9/5/2000,1635,1639,1643,N15E,B,B9.2,8991,B,C,S,O,CSO,30,135,2000
9/5/2000,300,306,309,N14E,C,C1.8,8990,B,D,A,O,DAO,40,135,2000
9/8/2000,527,532,536,N21E,C,C1.8,9122,B,D,A,I,DAI,20,177,2000
9/8/2000,1519,1622,1700,N11W,C,C2.3,9114,BG,E,K,O,EKO,50,177,2000
9/10/2000,1310,1316,1321,N02W,C,C5.7,9182,B,E,S,O,ESO,50,101,2000
9/12/2000,1720,1723,1726,N10W,B,B9.7,9254,B,D,A,O,DAO,60,80,2000
9/17/2000,158,200,208,S13E,C,C1.5,9166,B,D,A,I,DAI,10,154,2000
9/28/2000,333,336,339,N12W,C,C1.9,9169,BG,F,K,C,FKC,60,202,2000
9/29/2000,32,45,54,S12E,C,C2.2,9173,BG,E,A,I,EAI,0,169,2000
10/1/2000,851,912,928,S14E,C,C9.7,8824,B,D,A,O,DAO,80,96,2000
10/7/2000,105,113,124,N17E,C,C6.0,9077,BG,F,K,I,FKI,60,309,2000
10/12/2000,449,505,515,N13E,C,C3.3,9262,B,D,A,O,DAO,80,85,2000
11/2/2000,1455,1459,1504,N24W,C,C1.8,8858,B,C,S,O,CSO,40,167,2000
11/3/2000,13,19,24,S15E,C,C3.4,8906,B,E,K,C,EKC,60,200,2000
11/5/2000,44,55,104,S23W,C,C3.3,8993,B,D,A,I,DAI,50,181,2000
11/12/2000,1501,1514,1536,N07E,C,C1.9,9267,B,D,A,O,DAO,60,99,2000
11/13/2000,1622,1630,1636,S11W,C,C1.7,9227,B,E,A,O,EAO,40,104,2000
11/15/2000,218,246,250,S15W,C,C5.7,9223,B,D,S,O,DSO,30,145,2000
11/22/2000,1903,1910,1920,S24W,C,C1.6,9231,BG,F,A,O,FAO,50,167,2000
11/24/2000,1315,1319,1321,S24W,C,C2.6,9231,B,E,K,O,EKO,10,145,2000
11/27/2000,1715,1720,1725,N15W,C,C1.3,9244,B,D,A,O,DAO,0,124,2000
11/28/2000,1904,1910,1915,N19E,C,C1.3,9242,B,D,A,O,DAO,10,157,2000
11/29/2000,305,325,336,S13E,C,C2.2,9246,B,D,S,O,DSO,90,182,2000
12/1/2000,1135,1141,1146,S19E,C,C2.8,8828,B,C,S,O,CSO,20,198,2000
12/3/2000,258,305,316,N23W,C,C2.3,8904,B,E,S,O,ESO,30,192,2000
12/3/2000,1845,1851,1900,S14W,C,C6.4,8898,B,E,A,I,EAI,70,192,2000
12/8/2000,3,7,22,S14E,C,C2.5,9124,B,C,A,O,CAO,20,235,2000
12/12/2000,445,500,513,N07E,C,C2.6,9267,B,D,A,O,DAO,60,122,2000
12/13/2000,1100,1115,1131,S25E,C,C2.7,9264,B,C,A,O,CAO,80,157,2000
12/14/2000,1244,1247,1300,N07E,C,C1.8,9267,B,D,A,O,DAO,80,185,2000
12/16/2000,1921,1926,1931,S20W,C,C2.3,9271,B,B,X,O,BXO,30,199,2000
12/17/2000,56,100,106,S19W,C,C2.1,9271,A,A,X,X,AXX,10,207,2000
12/18/2000,237,246,252,N08E,C,C5.7,9278,B,D,A,O,DAO,80,190,2000
12/20/2000,1933,1938,1958,N14W,C,C2.6,9272,A,H,R,X,HRX,10,174,2000
12/20/2000,1545,1549,1554,S13E,C,C2.7,9279,B,C,S,O,CSO,40,174,2000
12/22/2000,246,250,305,N15W,C,C1.4,9269,A,A,X,X,AXX,10,147,2000
12/24/2000,517,521,524,N06E,C,C2.0,9285,B,C,S,O,CSO,50,158,2000
12/27/2000,156,204,222,S08E,C,C2.4,9289,A,H,H,X,HHX,80,162,2000
12/30/2000,1021,1039,1053,S11W,C,C5.4,9283,BG,D,A,O,DAO,80,152,2000
12/30/2000,1448,1458,1506,S07E,C,C2.1,9289,B,E,K,O,EKO,10,152,2000
1/6/2001,1458,1502,1506,N18E,B,B9.4,9475,BG,E,A,O,EAO,50,88,2001
1/9/2001,2039,2047,2052,S19W,C,C2.7,9591,BG,F,K,I,FKI,80,163,2001
1/11/2001,1351,1503,1537,S19E,M,M1.7,9687,A,A,X,X,AXX,10,159,2001
1/11/2001,645,653,700,N07W,M,M1.3,9678,BG,E,K,I,EKI,40,159,2001
1/12/2001,1430,1445,1456,S10W,M,M1.2,9714,B,D,A,O,DAO,50,215,2001
1/15/2001,57,108,145,N12W,C,C1.9,9306,BG,F,A,C,FAC,50,137,2001
1/20/2001,1833,1847,1859,S07E,M,M1.2,9313,B,E,A,O,EAO,10,91,2001
1/23/2001,2032,2044,2114,N05W,C,C4.3,9311,B,D,A,O,DAO,0,167,2001
1/24/2001,716,727,737,S05E,C,C1.8,9321,B,D,A,O,DAO,20,176,2001
1/26/2001,553,607,613,N10E,M,M1.0,9325,B,C,S,O,CSO,60,125,2001
1/28/2001,19,29,35,S05W,C,C1.4,9313,B,C,S,O,CSO,30,152,2001
1/28/2001,708,711,713,S04W,C,C1.0,9321,BG,D,A,I,DAI,60,152,2001
1/30/2001,1822,1853,1906,N23E,C,C2.0,9330,A,H,S,X,HSX,60,104,2001
2/8/2001,1200,1205,1209,N24E,C,C2.4,9563,B,C,R,O,CRO,20,123,2001
2/10/2001,1123,1127,1132,S15E,M,M1.0,9641,B,D,K,O,DKO,10,223,2001
2/11/2001,503,510,518,S20E,C,C4.0,9687,B,D,A,I,DAI,0,166,2001
2/11/2001,1511,1515,1523,N12W,C,C2.3,9682,BG,E,K,C,EKC,90,166,2001
2/12/2001,230,237,246,S09W,C,C3.0,9714,B,D,A,O,DAO,20,241,2001
2/12/2001,1133,1145,1153,S06E,C,C3.5,9718,BG,E,K,I,EKI,80,241,2001
2/13/2001,1629,1633,1635,N15W,C,C1.1,9348,B,D,A,O,DAO,50,107,2001
2/14/2001,552,618,638,N18E,C,C1.7,9350,A,H,S,X,HSX,70,103,2001
2/21/2001,1411,1427,1440,S08W,C,C6.2,9354,B,D,A,O,DAO,20,142,2001
2/27/2001,1004,1008,1012,N12W,C,C1.3,9359,B,D,A,I,DAI,40,75,2001
3/1/2001,1759,1808,1815,N29W,C,C2.7,9290,A,H,R,X,HRX,20,131,2001
3/4/2001,325,357,455,S21E,X,X1.2,9415,A,H,S,X,HSX,80,254,2001
3/8/2001,853,902,912,S13E,C,C1.1,9561,B,C,S,O,CSO,20,141,2001
3/10/2001,38,101,128,S08E,C,C8.6,9648,A,H,S,X,HSX,60,209,2001
3/10/2001,1407,1410,1418,S18W,C,C2.1,9645,B,D,A,O,DAO,60,209,2001
3/12/2001,1620,1625,1629,S06E,C,C3.7,9718,BG,E,K,I,EKI,40,242,2001
3/14/2001,1558,1604,1608,S08E,B,B5.2,9373,B,F,A,I,FAI,50,117,2001
3/16/2001,1548,1554,1601,N09W,C,C1.7,9384,B,D,A,O,DAO,30,102,2001
3/17/2001,1712,1720,1729,S08W,C,C3.9,9373,BG,F,A,O,FAO,50,75,2001
3/24/2001,903,908,914,N20E,C,C4.0,9393,BG,E,K,C,EKC,60,218,2001
3/26/2001,38,54,104,N20E,C,C6.2,9393,BG,E,K,C,EKC,0,319,2001
3/27/2001,2023,2027,2033,S08E,C,C8.2,9397,B,E,S,O,ESO,80,352,2001
3/29/2001,244,256,300,N17W,M,M2.1,9393,BG,F,K,C,FKC,0,340,2001
3/31/2001,701,709,727,S05E,C,C4.9,9404,B,C,A,O,CAO,0,300,2001
3/31/2001,2149,2153,2158,N20W,C,C3.4,9401,BG,E,K,I,EKI,60,300,2001
4/9/2001,1148,1156,1215,S17E,C,C3.9,9606,B,D,A,O,DAO,10,171,2001
4/10/2001,308,312,317,N15W,C,C2.6,9636,BG,E,S,O,ESO,30,204,2001
4/11/2001,1603,1620,1657,N06W,X,X1.0,9684,BG,D,K,I,DKI,40,184,2001
4/15/2001,553,614,639,S22W,C,C3.6,9415,BG,D,K,O,DKO,30,113,2001
4/21/2001,1805,1809,1812,N15E,C,C1.7,9433,B,F,K,O,FKO,30,174,2001
4/23/2001,119,128,137,N18E,M,M1.0,9433,BG,F,K,I,FKI,40,159,2001
4/24/2001,15,22,30,N17E,C,C5.3,9433,BG,F,A,C,FAC,80,164,2001
5/2/2001,222,226,228,N12E,B,B9.5,9334,B,E,A,I,EAI,20,158,2001
5/3/2001,625,630,635,N17W,B,B7.2,9369,B,D,S,O,DSO,50,152,2001
5/4/2001,757,834,836,S08E,M,M1.2,9417,B,D,S,O,DSO,60,200,2001
5/8/2001,112,114,117,N16E,C,C1.1,9566,BG,D,A,I,DAI,20,198,2001
5/8/2001,46,52,105,S20W,C,C1.4,9557,B,D,K,I,DKI,0,198,2001
5/8/2001,402,407,414,S15W,C,C2.3,9567,B,D,R,I,DRI,50,198,2001
5/10/2001,1350,1355,1359,S13E,C,C2.0,9650,B,D,A,O,DAO,0,176,2001
5/12/2001,400,403,405,S06W,C,C2.5,9716,BG,D,A,O,DAO,80,255,2001
5/12/2001,1141,1144,1147,N04W,C,C2.1,9715,BG,D,K,O,DKO,50,255,2001
5/12/2001,2205,2211,2217,S21E,C,C2.6,9727,B,D,K,O,DKO,60,255,2001
5/15/2001,253,300,308,S17W,M,M1.0,9455,BG,F,A,I,FAI,0,141,2001
5/17/2001,120,124,130,S16W,C,C2.7,9455,BG,F,A,I,FAI,80,140,2001
6/8/2001,633,636,650,N17E,C,C1.1,9566,BG,D,A,O,DAO,50,182,2001
6/10/2001,1040,1043,1045,S14E,C,C2.6,9650,B,E,A,O,EAO,50,161,2001
6/11/2001,256,300,303,S19E,M,M2.0,9687,BG,F,A,I,FAI,30,232,2001
6/14/2001,344,349,358,N19W,C,C3.4,9489,B,E,A,O,EAO,50,273,2001
6/15/2001,2214,2226,2239,N18E,C,C9.9,9506,B,C,A,O,CAO,80,282,2001
6/16/2001,1853,1913,1930,N21E,C,C3.9,9505,B,D,S,O,DSO,50,289,2001
6/16/2001,657,708,721,N07W,C,C1.9,9495,B,D,A,O,DAO,20,289,2001
6/20/2001,1901,1909,1928,N08W,C,C2.3,9504,B,C,K,O,CKO,40,206,2001
6/22/2001,1822,1828,1832,N10E,C,C6.0,9511,B,C,S,O,CSO,40,229,2001
6/24/2001,722,729,735,N18W,C,C3.1,9506,B,F,A,O,FAO,70,220,2001
6/27/2001,737,743,749,S48E,C,C1.8,9518,B,D,S,O,DSO,60,162,2001
6/28/2001,314,345,401,S21W,C,C1.5,9512,BG,C,A,O,CAO,0,135,2001
7/4/2001,915,935,948,S08E,C,C2.0,9417,B,D,A,I,DAI,40,150,2001
7/8/2001,225,228,231,N17W,C,C1.3,9566,B,D,A,O,DAO,70,179,2001
7/9/2001,2113,2120,2133,S14E,C,C5.1,9610,B,E,A,O,EAO,80,262,2001
7/10/2001,728,732,734,S22E,C,C1.8,9653,B,D,K,O,DKO,70,159,2001
7/11/2001,139,146,152,S18E,M,M1.1,9690,BG,F,K,I,FKI,20,204,2001
7/16/2001,313,320,329,S18W,M,M1.2,9539,BG,E,A,I,EAI,0,170,2001
7/16/2001,705,709,715,S09W,C,C1.1,9533,B,D,S,O,DSO,70,170,2001
7/17/2001,1017,1024,1030,S18W,C,C2.4,9539,BG,E,A,I,EAI,90,185,2001
7/18/2001,17,26,32,N09E,B,B8.0,9545,BG,C,S,O,CSO,40,191,2001
7/19/2001,1852,1902,1912,S23E,C,C1.2,9543,B,E,A,I,EAI,50,183,2001
7/20/2001,24,26,29,N08E,B,B4.9,9542,B,C,R,O,CRO,30,177,2001
7/21/2001,502,508,512,S22E,C,C6.6,9543,BG,E,S,O,ESO,20,144,2001
7/23/2001,619,623,625,N10W,C,C5.0,9545,B,D,A,O,DAO,50,152,2001
7/27/2001,200,207,215,S23W,C,C1.3,9543,BG,E,A,I,EAI,20,90,2001
7/29/2001,605,621,647,S20E,C,C1.1,9557,BG,E,A,I,EAI,0,69,2001
8/7/2001,1434,1437,1439,S06E,B,B6.7,9531,B,D,S,O,DSO,20,81,2001
8/8/2001,749,802,820,S20W,C,C4.5,9557,BG,D,K,I,DKI,50,178,2001
8/8/2001,721,725,731,N24W,C,C1.4,9563,BG,E,K,I,EKI,40,178,2001
8/9/2001,2314,2353,2358,S17E,C,C4.6,9607,BG,E,A,I,EAI,30,288,2001
8/9/2001,1225,1229,1234,S17W,C,C3.5,9613,B,D,S,O,DSO,60,288,2001
8/14/2001,29,44,49,S17E,C,C1.0,9579,B,B,X,O,BXO,20,141,2001
8/18/2001,19,43,48,N14E,C,C1.0,9585,BG,D,K,I,DKI,10,161,2001
8/19/2001,2200,2203,2212,N11W,C,C1.2,9575,A,H,S,X,HSX,50,152,2001
8/20/2001,516,525,534,N28E,C,C2.0,9582,B,D,S,O,DSO,30,153,2001
8/25/2001,2216,2223,2225,S10W,C,C9.6,9587,B,B,X,O,BXO,10,140,2001
8/26/2001,608,611,615,S19E,C,C2.2,9591,BG,F,K,I,FKI,10,153,2001
9/3/2001,433,437,439,S12W,C,C2.4,9365,A,H,S,X,HSX,30,115,2001
9/4/2001,159,256,414,S22E,C,C6.4,9415,BG,E,K,I,EKI,70,165,2001
9/6/2001,1308,1312,1316,S08W,C,C2.0,9494,BG,D,A,I,DAI,90,254,2001
9/6/2001,2344,2350,2356,N06E,C,C1.8,9493,B,F,A,O,FAO,40,254,2001
9/8/2001,808,815,827,S13W,C,C2.6,9567,B,D,A,O,DAO,80,158,2001
9/8/2001,1417,1419,1420,N06W,B,B8.9,9562,B,D,S,O,DSO,30,158,2001
9/8/2001,313,318,327,N18W,C,C4.2,9566,BG,D,K,I,DKI,20,158,2001
9/18/2001,428,439,443,N14E,C,C7.5,9621,A,H,S,X,HSX,40,215,2001
9/18/2001,1702,1707,1709,S18E,M,M1.4,9628,B,D,S,O,DSO,30,215,2001
9/19/2001,338,343,355,S19E,C,C3.3,9628,B,E,A,C,EAC,10,226,2001
9/21/2001,636,640,642,S19E,C,C3.1,9632,B,E,K,O,EKO,70,273,2001
9/24/2001,809,812,817,N21E,C,C2.7,9635,B,C,S,O,CSO,30,316,2001
9/26/2001,1204,1224,1254,N13E,C,C5.7,9636,BG,D,A,I,DAI,0,277,2001
10/4/2001,506,526,542,S23W,X,X2.3,9415,BG,E,K,I,EKI,50,171,2001
10/6/2001,57,104,108,S08W,C,C9.7,9494,BG,E,A,I,EAI,20,241,2001
10/7/2001,706,710,715,S07E,B,B4.7,9531,B,D,S,O,DSO,40,105,2001
