date,start time,peak time,end time,Location,flare type,class,AR_Number,MWC,Z value,P value,C value,MC,Area,DSN,year
2/17/1991,553,556,603,N29E,C,C4.6,6506,B,B,X,O,BXO,10,195,1991
2/19/1991,101,116,154,S15E,C,C7.1,6504,B,D,A,O,DAO,60,296,1991
2/21/1991,810,812,911,S13E,C,C4.2,6508,B,E,A,C,EAC,50,320,1991
2/24/1991,1327,1327,1334,N30W,C,C2.8,6506,B,C,A,O,CAO,30,275,1991
2/24/1991,1138,1156,1207,S12W,C,C4.3,6497,B,D,A,O,DAO,30,275,1991
2/24/1991,320,325,348,S20E,C,C8.4,6509,BG,E,K,I,EKI,80,275,1991
2/27/1991,135,136,155,S14W,C,C3.0,6508,B,E,K,I,EKI,10,251,1991
3/3/1991,1546,1552,1628,N11E,C,C5.0,6530,A,A,X,X,AX,30,99,1991
3/3/1991,625,631,633,S22W,C,C5.0,6509,B,D,A,I,DAI,0,99,1991
3/5/1991,527,532,544,N09W,C,C1.1,6605,B,E,A,O,EAO,80,146,1991
3/7/1991,137,139,146,N28E,M,M1.1,6703,B,E,A,O,EAO,20,329,1991
3/9/1991,1521,1521,1536,N24W,C,C3.3,6805,BG,E,A,O,EAO,60,198,1991
3/11/1991,4,9,27,N10W,C,C3.8,6902,B,D,A,O,DAO,20,205,1991
3/13/1991,730,733,742,S09E,M,M1.4,6545,B,E,K,I,EKI,40,211,1991
3/14/1991,201,204,208,S09E,C,C2.6,6545,BG,E,K,I,EKI,90,224,1991
3/20/1991,346,350,502,S09W,M,M2.5,6545,BG,F,K,I,FKI,30,240,1991
3/25/1991,2150,2211,2253,S01W,C,C6.3,6549,B,D,A,O,DAO,30,203,1991
3/26/1991,355,404,418,S14E,C,C2.2,6558,BG,E,A,O,EAO,20,212,1991
3/26/1991,133,144,152,S24W,C,C2.4,6555,BG,F,K,C,FKC,60,212,1991
4/4/1991,1906,1907,1915,N09E,C,C1.0,6565,B,E,A,O,EAO,30,196,1991
4/5/1991,602,604,612,S11E,C,C1.2,6615,BG,E,A,O,EAO,30,131,1991
4/7/1991,1518,1522,1543,N35E,C,C8.0,6713,B,D,S,O,DSO,20,346,1991
4/9/1991,1116,1117,1140,N24W,C,C5.1,6805,BG,D,A,O,DAO,50,198,1991
4/9/1991,5,5,10,S05W,C,C4.3,6807,B,C,A,O,CAO,70,198,1991
4/12/1991,515,515,524,N18E,C,C1.6,6952,B,F,A,I,FAI,0,171,1991
4/12/1991,2317,2330,2404,S05E,C,C2.3,6954,B,D,R,I,DRI,50,171,1991
4/14/1991,42,45,50,S11W,C,C6.7,6570,B,E,S,O,ESO,20,298,1991
4/14/1991,1434,1434,1443,N14E,C,C3.4,6592,B,C,S,I,CSI,20,298,1991
4/15/1991,41,44,51,N29W,C,C4.3,6580,B,D,K,O,DKO,50,320,1991
4/16/1991,814,821,831,S24W,M,M1.3,6582,B,E,K,O,EKO,60,265,1991
4/16/1991,251,253,256,N29W,C,C5.9,6580,BG,C,K,O,CKO,70,265,1991
4/18/1991,139,140,147,S10E,C,C4.6,6593,BG,D,K,O,DKO,50,241,1991
4/20/1991,29,32,104,N15W,C,C2.6,6592,B,E,A,O,EAO,20,227,1991
4/28/1991,453,507,624,S31W,C,C6.3,6603,B,E,S,O,ESO,70,168,1991
4/30/1991,1425,1431,1452,S14W,C,C1.2,6613,B,B,X,O,BXO,10,182,1991
5/2/1991,115,118,122,S13W,C,C3.8,6469,B,D,A,O,DAO,50,182,1991
5/6/1991,1342,1342,1347,S09W,C,C3.1,6652,B,D,H,O,DHO,50,238,1991
5/7/1991,503,509,541,S12W,C,C5.2,6706,B,C,A,O,CAO,60,300,1991
5/9/1991,104,111,134,N24W,M,M4.4,6805,BG,D,K,O,DKO,20,178,1991
5/10/1991,140,218,243,S19W,C,C6.3,6853,BG,E,A,O,EAO,50,226,1991
5/11/1991,1552,1618,1638,S15W,C,C4.9,6906,B,D,A,I,DAI,20,167,1991
5/15/1991,2020,2052,2120,S16W,C,C6.5,6624,BG,E,K,I,EKI,90,164,1991
5/15/1991,2258,2306,2314,N30W,C,C1.8,6619,BD,D,K,C,DKC,50,164,1991
5/16/1991,635,654,930,N30W,M,M8.9,6619,BD,D,K,C,DKC,20,156,1991
5/18/1991,506,546,748,N32W,X,X2.8,6619,BD,D,K,C,DKC,50,172,1991
5/22/1991,420,425,442,S20W,C,C2.4,6640,B,C,R,O,CRO,10,161,1991
5/24/1991,1840,1842,1904,S13W,C,C2.3,6646,B,C,A,O,CAO,50,161,1991
5/26/1991,912,921,948,S12E,C,C2.2,6649,B,B,X,O,BXO,20,191,1991
5/26/1991,819,823,838,N20E,C,C1.6,6644,B,E,K,C,EKC,40,191,1991
6/2/1991,749,821,938,N15E,M,M1.1,6487,BD,D,K,I,DKI,0,168,1991
6/4/1991,1609,1622,1645,N08E,C,C2.1,6577,B,B,X,O,BXO,20,224,1991
6/5/1991,430,435,506,S10W,C,C3.1,6615,BG,E,K,O,EKO,70,132,1991
6/6/1991,54,112,215,N33E,X,X2.0,6659,BD,E,K,C,EKC,60,221,1991
6/6/1991,750,805,907,N12E,M,M1.4,6667,B,D,A,O,DAO,80,221,1991
6/10/1991,532,534,555,N08W,C,C3.7,6861,BD,E,A,O,EAO,90,176,1991
6/14/1991,14,19,43,N31W,M,M4.1,6659,BG,E,K,C,EKC,0,234,1991
6/15/1991,31,34,100,N33W,C,C6.0,6659,BD,E,K,C,EKC,40,204,1991
6/15/1991,2052,2057,2139,S14W,M,M5.5,6666,BG,F,A,I,FAI,30,204,1991
6/17/1991,132,148,205,S13W,M,M1.4,6675,B,C,A,O,CAO,30,197,1991
6/17/1991,1945,1947,1956,N12W,C,C5.5,6671,B,D,A,O,DAO,80,197,1991
6/18/1991,2232,2241,2316,N08E,C,C4.7,6681,B,D,S,I,DSI,0,188,1991
6/19/1991,16,18,41,S13W,C,C6.7,6682,B,D,A,I,DAI,60,189,1991
6/20/1991,456,504,647,S15W,M,M2.0,6680,B,C,R,O,CRO,40,150,1991
6/20/1991,152,239,259,N16E,C,C2.2,6687,B,C,R,O,CRO,30,150,1991
6/21/1991,1130,1135,1149,S12W,C,C1.2,6682,B,D,A,O,DAO,80,195,1991
6/22/1991,1930,1936,1959,N08W,C,C1.7,6681,B,C,A,O,CAO,10,179,1991
6/23/1991,516,523,546,S28W,C,C3.2,6689,B,D,A,O,DAO,30,164,1991
6/24/1991,2115,2116,2122,N05E,C,C1.8,6694,B,C,R,O,CRO,20,179,1991
6/26/1991,149,154,157,N02E,C,C6.7,6695,B,C,A,O,CAO,80,199,1991
6/27/1991,2006,2008,2024,N22W,C,C3.3,6685,B,C,S,O,CSO,10,189,1991
6/28/1991,140,142,157,N22W,C,C2.5,6685,B,C,A,O,CAO,10,215,1991
6/30/1991,58,59,114,S06W,C,C2.2,6693,B,E,K,I,EKI,70,242,1991
6/30/1991,2131,2137,2147,N29E,C,C2.5,6703,B,C,A,O,CAO,50,242,1991
7/8/1991,604,607,636,S14E,C,C1.1,6768,B,B,X,O,BXO,40,164,1991
7/10/1991,117,125,137,N08W,C,C3.5,6861,B,D,A,O,DAO,70,157,1991
7/13/1991,855,916,922,N36W,C,C3.2,6713,B,D,A,I,DAI,20,192,1991
7/14/1991,1821,1829,1835,N35W,C,C2.2,6713,B,D,S,O,DSO,60,183,1991
7/14/1991,308,328,404,S25W,M,M1.0,6718,B,E,H,O,EHO,40,183,1991
7/15/1991,350,356,415,N38W,C,C1.5,6713,B,D,A,O,DAO,30,162,1991
7/15/1991,1538,1541,1610,S26E,C,C9.2,6728,B,C,A,O,CAO,70,162,1991
7/16/1991,1305,1310,1316,S25E,C,C1.7,6728,B,D,A,O,DAO,80,141,1991
7/17/1991,1305,1314,1329,S26E,C,C4.1,6728,BD,D,K,O,DKO,0,126,1991
7/22/1991,946,1003,1013,N08E,X,X1.0,6734,BG,E,K,O,EKO,30,254,1991
7/24/1991,253,257,300,N10E,C,C2.5,6741,B,E,K,I,EKI,90,283,1991
7/24/1991,34,37,44,N08E,C,C2.0,6734,BG,E,K,O,EKO,40,283,1991
7/25/1991,1835,1837,1847,S22E,C,C3.2,6748,B,B,X,O,BXO,30,261,1991
7/26/1991,828,830,900,S12W,C,C2.4,6742,B,C,A,O,CAO,0,275,1991
7/27/1991,928,930,940,S21W,C,C1.3,6748,B,B,X,O,BXO,40,253,1991
7/28/1991,239,244,254,S22W,C,C2.4,6748,B,D,S,O,DSO,50,253,1991
7/31/1991,46,53,215,S17E,X,X2.3,6749,B,D,A,O,DAO,60,239,1991
8/1/1991,409,432,623,S11W,M,M1.8,6442,B,D,K,O,DKO,50,141,1991
8/2/1991,2009,2128,2233,N14E,C,C3.3,6487,BD,D,K,I,DKI,40,169,1991
8/7/1991,1429,1438,1530,N16W,C,C1.7,6709,B,C,A,O,CAO,40,281,1991
8/8/1991,1357,1403,1557,S14E,C,C5.4,6768,B,B,X,O,BXO,30,145,1991
8/9/1991,143,150,227,S11W,M,M2.1,6818,BG,E,K,I,EKI,10,182,1991
8/9/1991,1653,1654,1701,S20W,C,C8.9,6811,B,D,K,O,DKO,60,182,1991
8/10/1991,2200,2201,2210,N19W,C,C2.4,6867,B,B,X,O,BXO,40,159,1991
8/10/1991,1521,1521,1534,N08W,C,C9.0,6861,B,D,S,O,DSO,70,159,1991
8/12/1991,13,13,134,N11E,M,M1.6,6961,B,D,K,C,DKC,20,256,1991
8/13/1991,1017,1018,1022,N23E,C,C1.6,6777,B,C,R,O,CRO,40,172,1991
8/14/1991,1419,1419,1424,N05E,C,C2.5,6774,B,B,X,O,BXO,20,167,1991
8/14/1991,722,722,734,S12W,C,C1.4,6768,B,D,A,O,DAO,70,167,1991
8/17/1991,2334,2344,2400,S16E,C,C4.1,6788,B,D,S,O,DSO,90,351,1991
8/18/1991,1134,1137,1149,N12E,C,C2.5,6791,B,C,S,O,CSO,20,381,1991
8/19/1991,657,659,705,S09E,C,C5.1,6786,B,E,K,I,EKI,30,382,1991
8/20/1991,447,450,459,S17W,C,C2.0,6781,B,E,K,C,EKC,80,397,1991
8/21/1991,1804,1806,1822,S22W,C,C3.1,6784,B,E,A,O,EAO,60,410,1991
8/23/1991,240,250,329,S10W,C,C5.4,6786,B,C,K,O,CKO,20,376,1991
8/23/1991,200,204,207,S19W,C,C8.0,6781,BD,E,K,C,EKC,30,376,1991
8/25/1991,1259,1303,1343,N16E,C,C5.5,6806,B,C,S,O,CSO,20,294,1991
8/28/1991,1948,1949,2012,N25E,C,C6.7,6805,BD,D,K,O,DKO,50,214,1991
8/29/1991,756,815,921,S19E,C,C3.5,6811,B,D,S,O,DSO,90,234,1991
8/31/1991,1804,1806,1813,S08W,C,C1.7,6807,B,D,A,I,DAI,90,251,1991
8/31/1991,150,201,313,S20E,M,M2.9,6811,BD,E,K,I,EKI,40,251,1991
9/3/1991,1243,1245,1256,S25E,M,M1.3,6538,BG,F,A,I,FAI,0,217,1991
9/4/1991,1528,1540,1607,N30E,C,C7.4,6580,B,D,A,O,DAO,50,243,1991
9/4/1991,317,317,327,S22W,C,C1.7,6566,B,B,X,O,BXO,10,243,1991
9/9/1991,2209,2210,2229,S19E,C,C2.7,6824,B,D,K,O,DKO,60,165,1991
9/11/1991,1532,1550,1709,S16W,X,X1.1,6906,BG,E,K,O,EKO,40,195,1991
9/11/1991,1850,1851,1859,N22E,C,C3.1,6908,B,E,A,O,EAO,10,195,1991
9/18/1991,1118,1119,1156,N07E,C,C2.9,6832,B,D,A,O,DAO,40,136,1991
9/21/1991,319,323,343,N08W,C,C1.2,6832,BG,E,A,I,EAI,40,155,1991
9/23/1991,400,404,432,S12W,C,C3.8,6841,B,D,S,O,DSO,10,174,1991
9/25/1991,1112,1114,1119,S10E,C,C9.7,6850,B,C,K,O,CKO,40,150,1991
9/26/1991,855,907,917,S10E,C,C9.6,6850,BD,E,K,I,EKI,30,158,1991
10/4/1991,203,207,224,S20W,C,C3.1,6566,B,E,A,O,EAO,20,236,1991
10/6/1991,32,34,43,S13W,C,C9.6,6666,BG,F,K,I,FKI,90,319,1991
10/12/1991,14,20,30,N09E,C,C8.8,6961,B,E,K,I,EKI,20,312,1991
10/15/1991,108,112,124,N23E,C,C2.9,6879,B,B,X,I,BXI,20,198,1991
10/15/1991,119,130,156,S20E,M,M1.3,6878,B,E,A,O,EAO,20,198,1991
10/20/1991,1134,1136,1146,S13W,C,C1.4,6884,B,B,X,O,BXO,10,114,1991
10/25/1991,744,753,814,S20E,M,M1.3,6892,B,D,K,I,DKI,10,220,1991
10/27/1991,1115,1135,1220,N17E,C,C6.5,6893,B,F,A,O,FAO,80,297,1991
10/28/1991,338,353,409,N17E,C,C8.9,6893,B,E,K,I,EKI,60,302,1991
10/31/1991,1809,1829,1853,N18W,C,C3.0,6893,B,E,K,I,EKI,0,270,1991
11/2/1991,659,659,709,S12E,C,C1.3,6489,B,C,A,O,CAO,20,201,1991
11/2/1991,2115,2116,2154,N14W,C,C2.0,6484,B,D,S,O,DSO,90,201,1991
11/6/1991,209,229,320,N31W,X,X2.0,6659,BG,F,K,C,FKC,0,331,1991
11/8/1991,1303,1304,1309,S22E,C,C1.0,6776,B,B,X,O,BXO,10,117,1991
11/11/1991,1711,1711,1719,N08E,C,C1.3,6921,B,D,A,O,DAO,80,190,1991
11/12/1991,1127,1130,1145,S18W,C,C6.4,6958,B,F,K,I,FKI,0,311,1991
11/14/1991,321,325,331,S12E,C,C1.2,6919,BD,E,K,I,EKI,30,139,1991
11/14/1991,34,43,111,N19W,C,C1.6,6915,B,D,S,I,DSI,80,139,1991
11/16/1991,1907,1907,1912,N10W,C,C1.5,6921,B,E,H,O,EHO,60,108,1991
11/24/1991,822,831,858,S10E,C,C4.6,6939,B,C,R,O,CRO,20,140,1991
11/27/1991,2046,2057,2151,S13E,C,C3.0,6940,B,D,A,O,DAO,40,153,1991
11/28/1991,607,607,635,S06E,B,B9.2,6943,B,D,A,O,DAO,0,156,1991
12/1/1991,215,218,225,S08E,C,C2.5,6447,B,F,K,O,FKO,80,174,1991
12/4/1991,2028,2033,2055,S11W,C,C4.8,6570,B,D,A,O,DAO,80,320,1991
12/5/1991,1301,1315,1321,S17E,C,C5.6,6624,BG,D,A,I,DAI,20,183,1991
12/7/1991,939,946,958,S24E,C,C3.5,6718,BG,F,A,I,FAI,10,191,1991
12/11/1991,231,239,250,N09E,C,C8.1,6921,B,D,K,O,DKO,60,168,1991
12/12/1991,116,122,136,S17W,C,C2.6,6958,B,F,A,I,FAI,0,275,1991
12/13/1991,350,354,505,N18W,M,M2.9,6952,B,C,S,O,CSO,20,261,1991
12/15/1991,40,101,131,N09W,C,C4.2,6961,BD,E,K,C,EKC,20,228,1991
12/17/1991,1716,1717,1738,S11E,C,C3.8,6972,B,E,A,O,EAO,70,183,1991
12/20/1991,1400,1413,1457,S15E,X,X3.5,6982,B,D,K,I,DKI,20,172,1991
12/22/1991,2204,2204,2219,S13E,C,C3.4,6982,BG,D,K,I,DKI,60,159,1991
12/29/1991,808,808,830,S15W,C,C2.0,6982,BG,D,K,C,DKC,0,230,1991
1/1/1992,1243,1254,1314,S16E,C,C7.0,6994,B,E,A,I,EAI,10,186,1992
1/5/1992,1931,1934,1957,N13E,B,B7.4,7152,B,B,X,O,BXO,50,113,1992
1/5/1992,149,203,224,S07W,B,B6.8,7150,B,D,A,O,DAO,30,113,1992
1/7/1992,720,722,728,N14E,B,B8.9,7216,BG,E,K,I,EKI,60,104,1992
1/10/1992,2236,2310,2354,S06W,C,C2.4,7293,B,C,A,O,CAO,70,128,1992
1/10/1992,1342,1348,1429,N17E,B,B4.8,7298,B,D,A,O,DAO,10,128,1992
1/22/1992,530,535,543,S13E,C,C2.7,7026,B,C,S,O,CSO,10,168,1992
1/25/1992,2212,2216,2236,S12E,C,C6.5,7026,B,C,H,O,CHO,80,168,1992
1/26/1992,1432,1444,1510,S13E,C,C5.3,7026,B,C,K,O,CKO,90,196,1992
1/28/1992,1749,1750,1810,S05E,C,C3.7,7031,B,E,K,O,EKO,80,247,1992
1/30/1992,420,432,451,S10E,C,C3.7,7033,B,E,A,O,EAO,50,290,1992
1/30/1992,1359,1400,1443,S14W,M,M1.8,7026,B,D,S,O,DSO,80,290,1992
1/31/1992,608,610,624,S13E,C,C3.6,7042,B,D,A,O,DAO,0,297,1992
1/31/1992,1801,1810,1825,S16E,C,C4.6,7039,BG,F,K,I,FKI,40,297,1992
2/5/1992,1756,1833,1944,S07W,C,C1.4,7150,B,D,A,O,DAO,50,110,1992
2/5/1992,447,452,522,N08W,C,C3.8,7146,B,B,X,O,BXO,10,110,1992
2/10/1992,718,751,817,S17E,M,M1.4,7301,B,B,X,O,BXO,30,147,1992
2/15/1992,1250,1252,1308,N13W,C,C5.1,7050,BG,E,K,I,EKI,40,159,1992
2/19/1992,329,334,358,N04E,M,M3.7,7067,B,D,K,O,DKO,20,145,1992
2/21/1992,1829,1829,1839,N08E,C,C3.5,7067,B,E,K,I,EKI,10,196,1992
2/22/1992,44,104,150,N06E,C,C6.4,7067,B,E,K,I,EKI,50,206,1992
2/22/1992,1906,1910,1920,S06W,C,C3.4,7071,B,C,R,O,CRO,10,206,1992
2/22/1992,1045,1045,1106,S10E,C,C7.3,7072,B,C,S,O,CSO,10,206,1992
2/24/1992,2316,2333,2603,N07E,M,M4.9,7070,BD,D,K,C,DKC,80,269,1992
2/24/1992,1217,1224,1243,S16W,C,C4.0,7073,B,D,A,O,DAO,20,269,1992
3/2/1992,45,51,120,S11E,M,M1.6,7042,B,F,K,I,FKI,0,278,1992
3/8/1992,259,316,325,S13E,C,C1.2,7248,B,D,K,O,DKO,30,147,1992
3/9/1992,1513,1521,1526,S09E,B,B8.1,7270,B,D,A,O,DAO,80,65,1992
3/11/1992,731,740,805,N16W,C,C1.1,7324,B,B,X,O,BXO,20,96,1992
3/13/1992,923,924,931,S17E,C,C2.7,7100,BD,D,A,I,DAI,80,195,1992
3/16/1992,2013,2019,2050,S15E,C,C2.9,7100,B,D,K,O,DKO,20,151,1992
3/16/1992,347,347,402,S09W,C,C2.4,7091,BD,D,A,O,DAO,60,151,1992
3/20/1992,1006,1006,1019,N05E,C,C1.1,7109,B,D,A,O,DAO,20,124,1992
3/24/1992,1707,1725,1802,N03W,C,C2.3,7109,B,D,A,O,DAO,70,154,1992
3/27/1992,1136,1138,1144,N07E,C,C1.5,7117,B,E,K,I,EKI,90,157,1992
3/27/1992,42,49,103,S09E,C,C1.3,7116,B,D,A,O,DAO,10,157,1992
3/28/1992,1806,1811,1848,S19E,C,C2.9,7120,B,D,S,O,DSO,70,156,1992
3/31/1992,5,9,17,S12W,C,C1.0,7122,B,B,X,O,BXO,20,157,1992
4/1/1992,301,302,330,S10E,M,M1.1,6993,B,E,K,I,EKI,50,243,1992
4/6/1992,409,415,439,N09E,C,C7.1,7186,B,D,K,O,DKO,40,112,1992
4/9/1992,204,207,300,S12W,C,C2.7,7272,B,D,A,O,DAO,0,68,1992
4/12/1992,241,250,307,N20W,C,C1.7,7352,B,F,S,O,FSO,60,87,1992
4/14/1992,1707,1715,1733,S14E,C,C1.7,7128,B,D,K,O,DKO,10,107,1992
4/15/1992,2108,2114,2119,N03E,C,C1.4,7134,A,A,X,X,AX,10,117,1992
4/18/1992,1042,1044,1053,S27E,C,C4.0,7132,B,E,A,I,EAI,80,184,1992
4/21/1992,48,59,128,S16E,C,C7.1,7135,BG,E,K,I,EKI,80,251,1992
4/26/1992,1414,1415,1436,N10W,B,B7.3,7138,B,D,A,O,DAO,90,175,1992
4/26/1992,1503,1514,1603,N11E,C,C4.7,7145,B,D,A,O,DAO,0,175,1992
4/28/1992,1744,1745,1755,S07E,B,B5.2,7150,B,B,X,O,BXO,10,138,1992
4/29/1992,1929,1932,1945,N09W,C,C1.2,7138,B,B,X,O,BXO,20,127,1992
4/30/1992,2306,2306,2318,N12W,C,C3.0,7145,B,B,X,O,BXO,10,114,1992
5/1/1992,729,741,855,S10E,C,C5.6,6993,B,E,K,I,EKI,90,242,1992
5/4/1992,46,130,201,S06E,C,C3.2,7123,B,E,K,O,EKO,10,71,1992
5/6/1992,1135,1140,1149,N09E,B,B4.1,7192,B,C,S,O,CSO,80,123,1992
5/8/1992,1011,1013,1022,S13E,C,C1.0,7248,BG,E,K,O,EKO,60,134,1992
5/10/1992,2235,2244,2254,S08E,C,C1.1,7306,A,A,X,X,AX,20,183,1992
5/10/1992,1514,1523,1603,N11E,M,M1.4,7305,B,D,A,O,DAO,0,183,1992
5/21/1992,612,613,631,N22E,C,C1.9,7172,B,E,K,I,EKI,30,141,1992
5/21/1992,130,154,250,S07W,C,C1.5,7167,B,C,A,O,CAO,40,141,1992
5/25/1992,1938,1940,1954,S23W,B,B6.7,7177,B,B,X,O,BXO,20,84,1992
5/31/1992,542,600,610,N12E,B,B4.5,7185,B,B,X,O,BXO,20,42,1992
6/4/1992,2116,2116,2124,S17W,C,C1.9,7126,B,B,X,O,BXO,20,86,1992
6/4/1992,2111,2204,2332,S06E,C,C2.7,7123,B,E,S,O,ESO,70,86,1992
6/7/1992,147,150,205,S12E,M,M3.9,7220,B,D,K,I,DKI,50,103,1992
6/8/1992,1414,1450,1520,S12E,C,C2.4,7248,BG,D,K,O,DKO,30,127,1992
6/10/1992,826,827,840,S17W,C,C1.3,7301,B,D,S,O,DSO,50,170,1992
6/11/1992,1359,1400,1454,S09E,C,C1.1,7330,B,E,K,I,EKI,30,134,1992
6/13/1992,1240,1242,1300,N13W,C,C1.1,7191,B,E,A,O,EAO,60,130,1992
6/18/1992,116,118,140,S14W,B,B8.9,7206,B,B,X,O,BXO,30,89,1992
6/19/1992,1907,1920,1925,N11E,B,B3.8,7205,A,A,X,X,AX,10,95,1992
7/4/1992,320,331,403,S07E,C,C8.1,7123,B,E,A,I,EAI,80,91,1992
7/8/1992,613,624,653,S07W,C,C1.7,7245,B,D,A,O,DAO,90,123,1992
7/9/1992,38,39,46,S09W,C,C6.6,7270,BG,F,K,C,FKC,60,65,1992
7/11/1992,1625,1634,1717,S22W,C,C3.7,7332,B,D,A,O,DAO,50,136,1992
7/14/1992,249,249,258,S11W,C,C1.3,7222,BD,F,K,I,FKI,30,201,1992
7/22/1992,126,126,138,N23W,C,C1.1,7229,B,D,A,O,DAO,0,89,1992
7/26/1992,818,819,826,S22E,C,C1.3,7238,B,D,S,O,DSO,10,72,1992
8/1/1992,816,817,835,S10W,C,C6.5,6993,B,E,K,O,EKO,70,270,1992
8/1/1992,416,423,432,S04E,C,C3.2,7007,B,D,S,O,DSO,80,270,1992
8/1/1992,203,213,300,N20E,C,C6.2,7005,B,B,X,O,BXO,60,270,1992
8/2/1992,938,950,956,N21E,C,C2.8,7051,B,D,A,O,DAO,50,256,1992
8/8/1992,1336,1411,1502,S19W,C,C1.3,7257,B,C,S,O,CSO,70,132,1992
8/9/1992,1206,1206,1216,N15E,M,M2.6,7276,B,E,A,I,EAI,70,56,1992
8/9/1992,518,528,543,S10W,C,C3.6,7270,BG,F,K,I,FKI,40,56,1992
8/11/1992,1311,1313,1331,S09W,C,C1.3,7330,B,D,H,O,DHO,90,104,1992
8/13/1992,334,338,346,N15E,B,B7.5,7260,B,E,K,O,EKO,20,87,1992
8/16/1992,141,143,206,S24W,B,B8.5,7261,B,B,X,O,BXO,30,137,1992
8/17/1992,1024,1025,1038,N17E,C,C1.4,7260,BG,E,K,O,EKO,80,128,1992
8/19/1992,229,230,233,N18W,C,C1.0,7260,BG,E,K,O,EKO,30,98,1992
9/1/1992,356,406,415,S17W,C,C6.3,6994,BD,F,K,I,FKI,30,255,1992
9/5/1992,1630,1637,1649,S26W,B,B6.7,7154,B,D,S,I,DSI,50,101,1992
9/6/1992,1939,1939,1952,S12E,C,C1.0,7194,B,D,A,O,DAO,50,106,1992
9/7/1992,931,940,948,N14W,C,C1.7,7216,B,F,K,O,FKO,20,136,1992
9/11/1992,7,32,118,S09W,C,C2.8,7330,BG,D,K,O,DKO,20,107,1992
9/12/1992,1239,1240,1257,S04E,C,C1.5,7362,B,D,S,I,DSI,70,134,1992
9/14/1992,139,139,215,N12W,C,C1.7,7281,B,C,S,O,CSO,40,113,1992
9/15/1992,158,158,206,N12W,C,C2.6,7281,B,C,S,O,CSO,60,110,1992
9/17/1992,24,49,109,N15W,C,C1.6,7276,BG,D,K,I,DKI,80,91,1992
9/23/1992,1111,1113,1124,S07E,B,B4.5,7291,B,B,X,O,BXO,10,131,1992
9/24/1992,1736,1741,1747,S08E,B,B8.9,7293,B,C,S,O,CSO,50,132,1992
9/28/1992,26,28,36,S06W,B,B6.4,7291,A,A,X,X,AX,20,91,1992
9/28/1992,1726,1728,1735,S09W,B,B3.4,7289,B,C,S,O,CSO,60,91,1992
9/29/1992,1650,1654,1713,N06E,C,C1.1,7296,B,D,A,O,DAO,80,106,1992
10/2/1992,936,941,947,S13E,C,C2.5,7056,B,F,A,O,FAO,10,248,1992
10/2/1992,1354,1357,1401,N21W,C,C3.0,7051,B,E,A,O,EAO,90,248,1992
10/3/1992,722,723,742,S11E,C,C1.4,7091,B,D,S,O,DSO,10,177,1992
10/6/1992,1954,2001,2014,S12E,C,C1.0,7194,B,C,A,O,CAO,20,112,1992
10/6/1992,1310,1315,1353,N10W,C,C3.3,7191,BG,D,A,O,DAO,70,112,1992
10/8/1992,804,804,812,S19W,C,C1.8,7251,B,B,X,O,BXO,10,105,1992
10/10/1992,537,719,1005,S08W,M,M2.1,7306,BG,D,A,I,DAI,50,110,1992
10/11/1992,43,51,112,S09W,B,B6.0,7330,B,D,K,I,DKI,80,104,1992
10/11/1992,1109,1113,1127,S17E,B,B8.4,7335,BD,D,K,I,DKI,50,104,1992
10/13/1992,12,14,17,S18E,C,C1.3,7311,A,A,X,X,AX,10,54,1992
10/27/1992,1136,1137,1157,S12E,C,C5.4,7323,B,C,S,O,CSO,80,207,1992
10/29/1992,626,739,830,S25W,C,C2.1,7321,BG,E,K,C,EKC,60,167,1992
10/30/1992,218,227,236,S24W,C,C1.5,7321,BG,E,K,C,EKC,0,150,1992
11/2/1992,1249,1300,1340,S18W,C,C2.3,7059,B,D,S,O,DSO,80,261,1992
11/2/1992,423,423,436,S13W,M,M1.7,7042,B,C,K,O,CKO,90,261,1992
11/2/1992,344,346,428,N12E,C,C3.5,7050,BG,F,K,I,FKI,50,261,1992
11/3/1992,1757,1809,1821,S06W,B,B8.8,7096,B,D,S,O,DSO,40,173,1992
11/21/1992,1959,2000,2037,S08E,C,C1.2,7346,B,E,K,O,EKO,70,120,1992
11/27/1992,1400,1403,1420,N11E,C,C2.5,7348,BG,D,H,O,DHO,10,164,1992
11/28/1992,14,15,30,N12E,C,C2.1,7348,BG,D,K,O,DKO,0,140,1992
12/2/1992,1655,1701,1704,S13E,C,C2.3,7056,B,E,K,O,EKO,30,202,1992
12/3/1992,926,926,946,S27E,C,C1.7,7099,B,E,S,O,ESO,70,177,1992
12/3/1992,1752,1752,1817,S25E,B,B9.9,7093,B,D,S,O,DSO,40,177,1992
12/10/1992,121,126,144,S08W,B,B7.2,7306,BG,D,S,O,DSO,10,62,1992
12/12/1992,1549,1552,1559,S12E,C,C2.6,7366,B,D,A,O,DAO,90,161,1992
12/13/1992,25,33,103,S12E,C,C4.1,7366,B,C,A,O,CAO,60,167,1992
12/15/1992,454,505,508,S33E,C,C1.4,7368,B,D,A,I,DAI,70,165,1992
12/24/1992,1854,1902,1910,N05E,B,B4.9,7381,B,D,A,O,DAO,70,115,1992
12/29/1992,126,127,154,N15W,B,B8.0,7376,B,D,A,O,DAO,20,115,1992
12/31/1992,214,214,229,N17W,M,M2.6,7376,B,D,A,O,DAO,70,83,1992
12/31/1992,1926,1929,1956,S10W,C,C6.3,7379,B,D,A,O,DAO,70,83,1992
